,Unnamed: 0,FIPS CODE,Population Density ,county_x,state_x,cases_x,deaths_x,month_x,year_x,country_region_code,country_region,sub_region_1,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,month_y,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,month_x,year_y,date,county_y,state_y,cases_y,deaths_y,month_y,year
535,535,13301,19.20520018,Warren,Georgia,377.4516129032258,9.096774193548388,1.0,2021.0,US,United States,Georgia,Warren County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-18.71428571428572,9.373992102877745,1.0,5.0,Warren County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Warren,Georgia,6.0,0.0,1,2021
536,536,13303,30.68161049,Washington,Georgia,1717.3870967741934,47.54838709677418,1.0,2021.0,US,United States,Georgia,Washington County,-16.8,-25.823529411764717,-15.363616729087653,-21.67087799671004,-16.54838709677419,9.373992102877745,1.0,5.0,Washington County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Washington,Georgia,15.0,0.0,1,2021
537,537,13305,46.01910009,Wayne,Georgia,2603.0,54.935483870967744,1.0,2021.0,US,United States,Georgia,Wayne County,-10.258064516129028,-13.230769230769232,-15.363616729087653,-21.67087799671004,-17.2258064516129,8.523809523809524,1.0,5.0,Wayne County,GA,0.1548387097,47.12903226,47.12903226,0.1935483871,47.12903226,0.2,9.967741935,0.2096774194,16.58709677,405.516129,1.358064516,405.516129,1.612903226,405.516129,1.787096774,251.8387097,5.261290323,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Wayne,Georgia,28.0,0.0,1,2021
538,538,13307,12.66270718,Webster,Georgia,107.38709677419355,2.3870967741935485,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Webster County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Webster,Georgia,1.0,0.0,1,2021
539,539,13309,26.74594902,Wheeler,Georgia,539.8709677419355,20.193548387096776,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Wheeler County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Wheeler,Georgia,3.0,0.0,1,2021
540,540,13311,117.65952320000001,White,Georgia,2550.7096774193546,48.96774193548386,1.0,2021.0,US,United States,Georgia,White County,-1.0967741935483872,-5.57894736842105,-20.0,-21.67087799671004,-14.903225806451607,8.142857142857142,1.0,5.0,White County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,White,Georgia,22.0,1.0,1,2021
541,541,13313,358.7914509,Whitfield,Georgia,13725.838709677419,151.16129032258058,1.0,2021.0,US,United States,Georgia,Whitfield County,-11.451612903225813,9.516129032258064,-23.20833333333333,-8.096774193548388,-13.967741935483868,6.161290322580645,1.0,5.0,Whitfield County,GA,0.2322580645,234.80645159999997,234.80645159999997,0.2612903226,234.80645159999997,0.2870967742,73.80645161,0.4935483871,27.42258065,1357.903226,1.3,1357.903226,1.548387097,1357.903226,1.748387097,891.6129032,5.925806452000001,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Whitfield,Georgia,103.0,2.0,1,2021
542,542,13315,23.44951748,Wilcox,Georgia,670.7741935483872,38.74193548387097,1.0,2021.0,US,United States,Georgia,Wilcox County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.95238095238095,9.373992102877745,1.0,5.0,Wilcox County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Wilcox,Georgia,4.0,0.0,1,2021
543,543,13317,21.01642208,Wilkes,Georgia,782.0,13.35483870967742,1.0,2021.0,US,United States,Georgia,Wilkes County,-18.814247704934786,-16.0,-15.363616729087653,-21.67087799671004,-13.33333333333333,9.373992102877745,1.0,5.0,Wilkes County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Wilkes,Georgia,10.0,0.0,1,2021
544,544,13319,20.46688188,Wilkinson,Georgia,741.3548387096774,19.354838709677427,1.0,2021.0,US,United States,Georgia,Wilkinson County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-26.142857142857146,9.373992102877745,1.0,5.0,Wilkinson County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Wilkinson,Georgia,6.0,0.0,1,2021
545,545,13321,36.2693665,Worth,Georgia,1422.451612903226,44.935483870967744,1.0,2021.0,US,United States,Georgia,Worth County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-24.451612903225808,6.0,1.0,5.0,Worth County,GA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Worth,Georgia,15.0,0.0,1,2021
546,546,15001,48.76059256,Hawaii,Hawaii,2074.1290322580644,46.61290322580646,1.0,2021.0,US,United States,Hawaii,Hawaii County,-35.548387096774185,-23.35483870967742,-41.935483870967744,-56.25806451612904,-29.70967741935484,9.258064516129034,1.0,5.0,Hawaii County,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Hawaii,Hawaii,9.0,0.0,1,2021
547,547,15003,1662.4646480000001,Honolulu,Hawaii,19803.41935483871,260.32258064516134,1.0,2021.0,US,United States,Hawaii,Honolulu County,-34.19354838709678,-22.451612903225808,-41.61290322580645,-57.41935483870968,-33.96774193548387,12.93548387096774,1.0,5.0,Honolulu County,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Honolulu,Hawaii,95.0,3.0,1,2021
548,548,15005,7.422233342,Kalawao,Hawaii,1.0,0.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Kalawao County,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Kalawao,Hawaii,0.0,0.0,1,2021
549,549,15007,115.7098246,Kauai,Hawaii,168.80645161290326,1.0,1.0,2021.0,US,United States,Hawaii,Kauai County,-52.838709677419345,-46.483870967741936,-65.45161290322581,-74.90322580645163,-31.70967741935484,11.032258064516132,1.0,5.0,Kauai County,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Kauai,Hawaii,1.0,0.0,1,2021
550,550,15009,141.7425944,Maui,Hawaii,1908.419354838709,20.193548387096776,1.0,2021.0,US,United States,Hawaii,Maui County,-39.483870967741936,-26.451612903225808,-48.41935483870968,-60.70967741935484,-29.258064516129032,11.12903225806452,1.0,5.0,Maui County,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Maui,Hawaii,30.0,0.0,1,2021
551,551,16001,412.52223119999996,Ada,Idaho,41924.22580645161,384.3870967741937,1.0,2021.0,US,United States,Idaho,Ada County,-18.7741935483871,-9.677419354838714,4.230769230769232,-30.741935483870968,-30.258064516129032,10.41935483870968,1.0,5.0,Ada County,ID,0.8903225806,4274.548387,500.39190005746366,0.4024579061436359,4274.548387,1.151612903,261.61290319999995,0.36451612899999997,78.98387097,18856.12903,3.912903226,2741.452460138613,2.1561880053395703,18856.12903,5.1,2888.354839,4.019354839,A,1.0,6.8682532936676575,1.0,1.0,Metro,1.0,3.3316326530612246,1.0,1.0,1.0,2021.0,1,Ada,Idaho,202.0,2.0,1,2021
552,552,16003,2.819399937,Adams,Idaho,295.1935483870968,3.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Adams County,ID,0.0935483871,4.032258065,500.39190005746366,0.4024579061436359,4.032258065,0.10967741939999999,1.612903226,0.12903225810000002,15.73870968,27.41935484,0.6387096774000001,2741.452460138613,2.1561880053395703,27.41935484,0.7741935484,12.93548387,1.009677419,B,5.0,6.8682532936676575,5.0,5.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Adams,Idaho,2.0,0.0,1,2021
553,553,16005,75.31016522,Bannock,Idaho,6979.580645161292,75.41935483870971,1.0,2021.0,US,United States,Idaho,Bannock County,-8.870967741935484,-6.03225806451613,23.8695652173913,-28.555555555555557,-15.64516129032258,6.903225806451613,1.0,5.0,Bannock County,ID,0.5,442.06451610000005,500.39190005746366,0.4024579061436359,442.06451610000005,0.6677419354999999,50.70967742,0.3870967742,69.50967742,2236.0322579999997,2.54516129,2741.452460138613,2.1561880053395703,2236.0322579999997,3.438709677,348.4516129,2.7,C,9.0,6.8682532936676575,9.0,9.0,Metro,1.0,3.3316326530612246,1.0,1.0,1.0,2021.0,1,Bannock,Idaho,31.0,1.0,1,2021
554,554,16007,6.07518581,Bear Lake,Idaho,307.1290322580645,2.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Bear Lake County,ID,0.335483871,20.64516129,500.39190005746366,0.4024579061436359,20.64516129,0.4548387097,5.967741935,0.4677419355,18.89032258,69.96774194,1.138709677,2741.452460138613,2.1561880053395703,69.96774194,1.5612903230000001,26.51612903,2.096774194,A,1.0,6.8682532936676575,1.0,1.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Bear Lake,Idaho,2.0,0.0,1,2021
555,555,16009,11.65568099,Benewah,Idaho,498.4516129032258,5.516129032258066,1.0,2021.0,US,United States,Idaho,Benewah County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-11.28571428571429,9.373992102877745,1.0,5.0,Benewah County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Benewah,Idaho,3.0,0.0,1,2021
556,556,16011,21.48542153,Bingham,Idaho,3900.451612903226,54.38709677419354,1.0,2021.0,US,United States,Idaho,Bingham County,-4.807692307692307,5.190476190476192,-15.363616729087653,-61.0,-13.35483870967742,5.346153846153847,1.0,5.0,Bingham County,ID,0.46129032259999997,214.0967742,500.39190005746366,0.4024579061436359,214.0967742,0.6580645160999999,22.74193548,0.34516129030000003,69.50967742,898.9354839,1.9258064519999998,2741.452460138613,2.1561880053395703,898.9354839,2.767741935,154.2580645,2.270967742,C,9.0,6.8682532936676575,9.0,9.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Bingham,Idaho,14.0,0.0,1,2021
557,557,16013,8.167693429,Blaine,Idaho,1730.7419354838707,13.580645161290322,1.0,2021.0,US,United States,Idaho,Blaine County,-23.387096774193548,-9.810843653450467,-15.363616729087653,-16.24,-24.322580645161292,7.454545454545454,1.0,5.0,Blaine County,ID,0.2096774194,49.51612903,500.39190005746366,0.4024579061436359,49.51612903,0.2741935484,5.967741935,0.1258064516,34.71290323,605.516129,2.632258065,2741.452460138613,2.1561880053395703,605.516129,3.332258065,140.1290323,2.990322581,B,5.0,6.8682532936676575,5.0,5.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Blaine,Idaho,13.0,0.0,1,2021
558,558,16015,3.716229202,Boise,Idaho,271.1290322580645,2.0,1.0,2021.0,US,United States,Idaho,Boise County,-18.814247704934786,-9.810843653450467,-7.0,-21.67087799671004,-20.0,9.373992102877745,1.0,5.0,Boise County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Boise,Idaho,2.0,0.0,1,2021
559,559,16017,24.13216394,Bonner,Idaho,2357.612903225807,21.41935483870968,1.0,2021.0,US,United States,Idaho,Bonner County,-9.35483870967742,-9.810843653450467,-15.363616729087653,-21.67087799671004,-12.87096774193548,5.645161290322582,1.0,5.0,Bonner County,ID,0.3612903226,165.7096774,500.39190005746366,0.4024579061436359,165.7096774,0.4516129032,24.93548387,0.2193548387,66.35806452,1309.7741939999999,2.867741935,2741.452460138613,2.1561880053395703,1309.7741939999999,3.564516129,563.1612903,4.84516129,A,1.0,6.8682532936676575,1.0,1.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Bonner,Idaho,24.0,0.0,1,2021
560,560,16019,58.99488606,Bonneville,Idaho,11013.451612903225,125.03225806451613,1.0,2021.0,US,United States,Idaho,Bonneville County,-2.064516129032258,-5.419354838709676,-3.870967741935484,-20.83870967741936,-12.741935483870973,5.96774193548387,1.0,5.0,Bonneville County,ID,0.6580645160999999,785.0645161,500.39190005746366,0.4024579061436359,785.0645161,0.9419354839,55.03225806,0.34516129030000003,78.98387097,3476.645161,2.912903226,2741.452460138613,2.1561880053395703,3476.645161,4.193548387,509.1612903,3.1612903230000002,B,5.0,6.8682532936676575,5.0,5.0,Metro,1.0,3.3316326530612246,1.0,1.0,1.0,2021.0,1,Bonneville,Idaho,36.0,1.0,1,2021
561,561,16021,8.921927225,Boundary,Idaho,660.7741935483872,9.548387096774192,1.0,2021.0,US,United States,Idaho,Boundary County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-12.428571428571427,9.373992102877745,1.0,5.0,Boundary County,ID,0.07741935484,9.161290323,500.39190005746366,0.4024579061436359,9.161290323,0.0935483871,1.967741935,0.07419354839,15.73870968,71.35483871,0.5838709677,2741.452460138613,2.1561880053395703,71.35483871,0.7548387097,25.35483871,0.8967741935,B,5.0,6.8682532936676575,5.0,5.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Boundary,Idaho,5.0,0.0,1,2021
562,562,16023,1.120686913,Butte,Idaho,176.93548387096774,0.967741935483871,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Butte County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Butte,Idaho,1.0,0.0,1,2021
563,563,16025,0.992095807,Camas,Idaho,59.483870967741936,0.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Camas County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Camas,Idaho,0.0,0.0,1,2021
564,564,16027,353.2322046,Canyon,Idaho,22454.90322580645,239.5161290322581,1.0,2021.0,US,United States,Idaho,Canyon County,-7.709677419354839,-2.838709677419355,18.70967741935484,-22.064516129032263,-20.322580645161292,7.290322580645161,1.0,5.0,Canyon County,ID,0.4161290323,964.1290323,500.39190005746366,0.4024579061436359,964.1290323,0.5838709677,45.51612903,0.135483871,66.35806452,4236.032258,1.84516129,2741.452460138613,2.1561880053395703,4236.032258,2.55483871,823.483871,2.558064516,C,9.0,6.8682532936676575,9.0,9.0,Metro,1.0,3.3316326530612246,1.0,1.0,1.0,2021.0,1,Canyon,Idaho,105.0,1.0,1,2021
565,565,16029,3.83755086,Caribou,Idaho,579.9354838709677,10.419354838709678,1.0,2021.0,US,United States,Idaho,Caribou County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.23529411764706,9.373992102877745,1.0,5.0,Caribou County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Caribou,Idaho,3.0,0.0,1,2021
566,566,16031,9.163843169,Cassia,Idaho,2681.870967741936,21.838709677419356,1.0,2021.0,US,United States,Idaho,Cassia County,4.875,-16.0,-15.363616729087653,-21.67087799671004,-17.09677419354839,5.761904761904763,1.0,5.0,Cassia County,ID,0.3483870968,82.41935484,500.39190005746366,0.4024579061436359,82.41935484,0.5,8.129032257999999,0.2290322581,50.53225806,366.1612903,1.519354839,2741.452460138613,2.1561880053395703,366.1612903,2.222580645,73.19354839,2.106451613,C,9.0,6.8682532936676575,9.0,9.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Cassia,Idaho,8.0,0.0,1,2021
567,567,16033,0.4988138999,Clark,Idaho,53.064516129032256,0.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Clark County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,D,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Clark,Idaho,0.0,0.0,1,2021
568,568,16035,3.457489885,Clearwater,Idaho,899.3225806451613,9.225806451612904,1.0,2021.0,US,United States,Idaho,Clearwater County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-11.722222222222221,9.373992102877745,1.0,5.0,Clearwater County,ID,0.5806451613,51.48387097,500.39190005746366,0.4024579061436359,51.48387097,0.7,5.064516128999999,0.1935483871,41.04516129,126.7419355,1.44516129,2741.452460138613,2.1561880053395703,126.7419355,1.722580645,27.09677419,1.106451613,B,5.0,6.8682532936676575,5.0,5.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Clearwater,Idaho,5.0,0.0,1,2021
569,569,16037,0.830532378,Custer,Idaho,219.7741935483871,2.3548387096774195,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Custer County,ID,0.235483871,9.967741935,500.39190005746366,0.4024579061436359,9.967741935,0.2806451613,3.129032258,0.2387096774,15.73870968,32.48387097,0.7516129032,2741.452460138613,2.1561880053395703,32.48387097,0.9064516129000001,9.419354839,0.7258064516,B,5.0,6.8682532936676575,5.0,5.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Custer,Idaho,1.0,0.0,1,2021
570,570,16039,8.415676393,Elmore,Idaho,1458.3870967741934,9.774193548387096,1.0,2021.0,US,United States,Idaho,Elmore County,-7.806451612903228,-9.810843653450467,-15.363616729087653,-8.774193548387098,-14.83870967741935,7.761904761904763,1.0,5.0,Elmore County,ID,0.08387096774,23.51612903,500.39190005746366,0.4024579061436359,23.51612903,0.1129032258,2.032258065,0.05483870967999999,15.73870968,233.9354839,0.8483870968,2741.452460138613,2.1561880053395703,233.9354839,1.138709677,40.12903226,1.0354838709999998,C,9.0,6.8682532936676575,9.0,9.0,Non-metro,5.0,3.3316326530612246,5.0,5.0,1.0,2021.0,1,Elmore,Idaho,5.0,0.0,1,2021
571,571,16041,19.70029157,Franklin,Idaho,993.7741935483873,11.193548387096774,1.0,2021.0,US,United States,Idaho,Franklin County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-10.95454545454546,9.373992102877745,1.0,5.0,Franklin County,ID,0.2967741935,40.58064516,500.39190005746366,0.4024579061436359,40.58064516,0.41935483869999995,7.35483871,0.36774193549999995,34.71290323,200.4193548,1.451612903,2741.452460138613,2.1561880053395703,200.4193548,2.106451613,53.09677419,2.616129032,A,1.0,6.8682532936676575,1.0,1.0,Metro,1.0,3.3316326530612246,1.0,1.0,1.0,2021.0,1,Franklin,Idaho,3.0,0.0,1,2021
572,572,16043,6.8788988610000015,Fremont,Idaho,913.1612903225806,14.0,1.0,2021.0,US,United States,Idaho,Fremont County,-18.814247704934786,-9.810843653450467,-36.0,-21.67087799671004,-11.64,9.373992102877745,1.0,5.0,Fremont County,ID,0.0,0.0,500.39190005746366,0.4024579061436359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.452460138613,2.1561880053395703,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Fremont,Idaho,3.0,0.0,1,2021
